lemma	form	tags	attested_count	pron_exact	ortho_exact	onomastic	case_evidence
entertain	entertaining	V;V.PTCP;PRS	32	yes	yes	no	common (0/283 medial-cap, 0 initial)
staff	staffing	V;V.PTCP;PRS	8	yes	yes	no	common (32/528 medial-cap, 1 initial)
shift	shifting	V;V.PTCP;PRS	50	yes	yes	no	common (2/157 medial-cap, 1 initial)
unload	unloaded	V;PST/V;V.PTCP;PST	8	yes	yes	no	common (1/23 medial-cap, 0 initial)
biscuit	biscuits	N;PL/V;PRS;3;SG	23	yes	yes	no	common (1/78 medial-cap, 0 initial)
off	offs	N;PL/V;PRS;3;SG	41	yes	yes	no	common (122/10295 medial-cap, 38 initial)
reservation	reservations	N;PL/V;PRS;3;SG	26	yes	yes	no	common (0/46 medial-cap, 1 initial)
neighbour	neighbouring	V;V.PTCP;PRS	31	yes	yes	no	common (1/405 medial-cap, 2 initial)
transgression	transgressions	N;PL/V;PRS;3;SG	50	yes	yes	no	common (0/62 medial-cap, 0 initial)
merit	merits	N;PL/V;PRS;3;SG	62	yes	yes	no	common (4/362 medial-cap, 1 initial)
bagg	bagged	V;PST/V;V.PTCP;PST	15	yes	yes	no	common (0/1 medial-cap, 0 initial)
brighten	brightened	V;PST/V;V.PTCP;PST	17	yes	yes	no	common (0/33 medial-cap, 0 initial)
sever	severed	V;PST/V;V.PTCP;PST	16	yes	yes	no	common (0/20 medial-cap, 0 initial)
shaving	shavings	N;PL/V;PRS;3;SG	9	yes	yes	no	common (0/75 medial-cap, 1 initial)
achille	achilles	N;PL/V;PRS;3;SG	6	yes	yes	no	no-census
gro	gros	N;PL/V;PRS;3;SG	14	yes	yes	no	proper (1/2 medial-cap, 0 initial)
matter	mattered	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (30/4812 medial-cap, 9 initial)
extension	extensions	N;PL/V;PRS;3;SG	133	yes	yes	no	common (9/121 medial-cap, 2 initial)
hieroglyphic	hieroglyphics	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/9 medial-cap, 0 initial)
discover	discovers	N;PL/V;PRS;3;SG	8	yes	yes	no	common (0/406 medial-cap, 1 initial)
dixon	dixons	N;PL/V;PRS;3;SG	153	yes	yes	no	proper (245/245 medial-cap, 42 initial)
accident	accidents	N;PL/V;PRS;3;SG	25	yes	yes	no	common (9/555 medial-cap, 5 initial)
claimant	claimants	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/13 medial-cap, 0 initial)
color	coloring	V;V.PTCP;PRS	8	yes	yes	no	common (3/270 medial-cap, 1 initial)
elicit	elicited	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (0/22 medial-cap, 0 initial)
label	labeled	V;PST/V;V.PTCP;PST	19	yes	yes	no	common (1/47 medial-cap, 0 initial)
video	videos	N;PL/V;PRS;3;SG	5	yes	yes	no	proper (81/107 medial-cap, 7 initial)
wield	wielded	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (0/15 medial-cap, 0 initial)
attachment	attachments	N;PL/V;PRS;3;SG	14	yes	yes	no	common (0/334 medial-cap, 0 initial)
disorder	disordered	V;PST/V;V.PTCP;PST	16	yes	yes	no	common (3/164 medial-cap, 1 initial)
form	forms	N;PL/V;PRS;3;SG	272	yes	yes	no	common (37/2099 medial-cap, 5 initial)
installation	installations	N;PL/V;PRS;3;SG	44	yes	yes	no	common (2/24 medial-cap, 0 initial)
teaching	teachings	N;PL/V;PRS;3;SG	10	yes	yes	no	common (4/245 medial-cap, 6 initial)
enliven	enlivened	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (0/19 medial-cap, 0 initial)
govern	governs	N;PL/V;PRS;3;SG	8	yes	yes	no	common (3/85 medial-cap, 0 initial)
tripp	tripped	V;PST/V;V.PTCP;PST	5	yes	yes	no	no-census
trapp	trapped	V;PST/V;V.PTCP;PST	31	yes	yes	no	proper (1/1 medial-cap, 0 initial)
darken	darkening	V;V.PTCP;PRS	12	yes	yes	no	common (0/23 medial-cap, 0 initial)
calculation	calculations	N;PL/V;PRS;3;SG	39	yes	yes	no	common (0/111 medial-cap, 0 initial)
being	beings	N;PL/V;PRS;3;SG	69	yes	yes	no	common (93/12882 medial-cap, 204 initial)
superpower	superpowers	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/9 medial-cap, 0 initial)
despair	despaired	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (19/757 medial-cap, 10 initial)
differ	differing	V;V.PTCP;PRS	19	yes	yes	no	common (0/90 medial-cap, 0 initial)
unarm	unarmed	V;PST/V;V.PTCP;PST	10	yes	yes	no	no-census
woe	woes	N;PL/V;PRS;3;SG	12	yes	yes	no	common (22/247 medial-cap, 99 initial)
demand	demanded	V;PST/V;V.PTCP;PST	107	yes	yes	no	common (46/1156 medial-cap, 12 initial)
salt	salts	N;PL/V;PRS;3;SG	9	yes	yes	no	common (46/306 medial-cap, 6 initial)
defense	defenses	N;PL/V;PRS;3;SG	49	yes	yes	no	common (83/353 medial-cap, 8 initial)
delusion	delusions	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/112 medial-cap, 0 initial)
order	ordered	V;PST/V;V.PTCP;PST	181	yes	yes	no	common (80/3131 medial-cap, 20 initial)
cutting	cuttings	N;PL/V;PRS;3;SG	6	yes	yes	no	common (17/537 medial-cap, 11 initial)
refresh	refreshing	V;V.PTCP;PRS	28	yes	yes	no	common (0/67 medial-cap, 0 initial)
reconsider	reconsidered	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (2/34 medial-cap, 1 initial)
effect	effecting	V;V.PTCP;PRS	10	yes	yes	no	common (15/2013 medial-cap, 2 initial)
harm	harming	V;V.PTCP;PRS	7	yes	yes	no	common (2/744 medial-cap, 0 initial)
drawing	drawings	N;PL/V;PRS;3;SG	52	yes	yes	no	common (22/2056 medial-cap, 15 initial)
contact	contacts	N;PL/V;PRS;3;SG	49	yes	yes	no	common (5/258 medial-cap, 9 initial)
nett	netted	V;PST/V;V.PTCP;PST	5	yes	yes	no	no-census
mullin	mullins	N;PL/V;PRS;3;SG	7	yes	yes	no	no-census
consent	consented	V;PST/V;V.PTCP;PST	24	yes	yes	no	common (5/676 medial-cap, 3 initial)
doubt	doubting	V;V.PTCP;PRS	16	yes	yes	no	common (10/3339 medial-cap, 7 initial)
temptation	temptations	N;PL/V;PRS;3;SG	26	yes	yes	no	common (3/211 medial-cap, 0 initial)
conjoin	conjoined	V;PST/V;V.PTCP;PST	5	yes	yes	no	no-census
toil	toiled	V;PST/V;V.PTCP;PST	11	yes	yes	no	common (1/176 medial-cap, 4 initial)
speed	speeded	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (10/471 medial-cap, 3 initial)
loosen	loosening	V;V.PTCP;PRS	11	yes	yes	no	common (0/29 medial-cap, 0 initial)
flagg	flagged	V;PST/V;V.PTCP;PST	17	yes	yes	no	common (0/1 medial-cap, 0 initial)
command	commanding	V;V.PTCP;PRS	35	yes	yes	no	common (29/940 medial-cap, 4 initial)
aid	aiding	V;V.PTCP;PRS	17	yes	yes	no	common (43/755 medial-cap, 7 initial)
administration	administrations	N;PL/V;PRS;3;SG	9	yes	yes	no	common (165/553 medial-cap, 4 initial)
fann	fanned	V;PST/V;V.PTCP;PST	9	yes	yes	no	common (0/1 medial-cap, 0 initial)
delight	delights	N;PL/V;PRS;3;SG	26	yes	yes	no	common (27/1012 medial-cap, 13 initial)
favor	favoring	V;V.PTCP;PRS	6	yes	yes	no	common (2/312 medial-cap, 1 initial)
bottom	bottoming	V;V.PTCP;PRS	8	yes	yes	no	common (15/975 medial-cap, 3 initial)
crude	crudes	N;PL/V;PRS;3;SG	46	yes	yes	no	common (166/764 medial-cap, 30 initial)
choreograph	choreographed	V;PST/V;V.PTCP;PST	5	yes	yes	no	no-census
impact	impacts	N;PL/V;PRS;3;SG	8	yes	yes	no	common (6/321 medial-cap, 1 initial)
snapp	snapping	V;V.PTCP;PRS	19	yes	yes	no	no-census
depart	departs	N;PL/V;PRS;3;SG	9	yes	yes	no	common (16/327 medial-cap, 7 initial)
convey	conveyed	V;PST/V;V.PTCP;PST	43	yes	yes	no	common (0/182 medial-cap, 1 initial)
instinct	instincts	N;PL/V;PRS;3;SG	10	yes	yes	no	common (2/287 medial-cap, 3 initial)
water	watered	V;PST/V;V.PTCP;PST	27	yes	yes	no	common (52/3568 medial-cap, 31 initial)
water	waters	N;PL/V;PRS;3;SG	558	yes	yes	no	common (52/3568 medial-cap, 31 initial)
bolivar	bolivars	N;PL/V;PRS;3;SG	18	yes	yes	no	proper (4/8 medial-cap, 0 initial)
arrest	arrests	N;PL/V;PRS;3;SG	5	yes	yes	no	common (1/178 medial-cap, 1 initial)
light	lighted	V;PST/V;V.PTCP;PST	94	yes	yes	no	common (127/5252 medial-cap, 50 initial)
accommodation	accommodations	N;PL/V;PRS;3;SG	17	yes	yes	no	common (0/124 medial-cap, 1 initial)
triumph	triumphs	N;PL/V;PRS;3;SG	17	yes	yes	no	common (15/503 medial-cap, 1 initial)
expression	expressions	N;PL/V;PRS;3;SG	51	yes	yes	no	common (1/2087 medial-cap, 0 initial)
skill	skilled	V;PST/V;V.PTCP;PST	45	yes	yes	no	common (3/294 medial-cap, 2 initial)
crack	cracked	V;PST/V;V.PTCP;PST	34	yes	yes	no	common (0/164 medial-cap, 5 initial)
despair	despairing	V;V.PTCP;PRS	17	yes	yes	no	common (19/757 medial-cap, 10 initial)
ame	ames	N;PL/V;PRS;3;SG	7	yes	yes	no	proper (4/5 medial-cap, 2 initial)
sponsor	sponsored	V;PST/V;V.PTCP;PST	58	yes	yes	no	common (5/30 medial-cap, 2 initial)
president	presidents	N;PL/V;PRS;3;SG	59	yes	yes	no	proper (779/1514 medial-cap, 70 initial)
frequent	frequented	V;PST/V;V.PTCP;PST	12	yes	yes	no	common (2/303 medial-cap, 1 initial)
scatter	scattering	V;V.PTCP;PRS	5	yes	yes	no	common (3/78 medial-cap, 1 initial)
destroyer	destroyers	N;PL/V;PRS;3;SG	19	yes	yes	no	common (2/20 medial-cap, 0 initial)
adam	adams	N;PL/V;PRS;3;SG	64	yes	yes	yes	proper (228/228 medial-cap, 27 initial)
avocado	avocados	N;PL/V;PRS;3;SG	9	yes	yes	no	common (1/10 medial-cap, 0 initial)
mee	mees	N;PL/V;PRS;3;SG	13	yes	yes	no	common (1/26 medial-cap, 1 initial)
ceramic	ceramics	N;PL/V;PRS;3;SG	5	yes	yes	no	common (1/10 medial-cap, 1 initial)
toast	toasted	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (1/206 medial-cap, 1 initial)
descend	descended	V;PST/V;V.PTCP;PST	56	yes	yes	no	common (4/194 medial-cap, 4 initial)
prohibit	prohibits	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/13 medial-cap, 0 initial)
harbor	harbors	N;PL/V;PRS;3;SG	15	yes	yes	no	common (36/104 medial-cap, 1 initial)
loosen	loosened	V;PST/V;V.PTCP;PST	10	yes	yes	no	common (0/29 medial-cap, 0 initial)
death	deaths	N;PL/V;PRS;3;SG	34	yes	yes	no	common (268/3895 medial-cap, 71 initial)
slacken	slackening	V;V.PTCP;PRS	6	yes	yes	no	common (0/18 medial-cap, 0 initial)
riot	riots	N;PL/V;PRS;3;SG	8	yes	yes	no	common (0/85 medial-cap, 1 initial)
consideration	considerations	N;PL/V;PRS;3;SG	66	yes	yes	no	common (6/911 medial-cap, 2 initial)
cooler	coolers	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/56 medial-cap, 1 initial)
comfort	comforting	V;V.PTCP;PRS	14	yes	yes	no	common (6/1234 medial-cap, 6 initial)
marvell	marvelled	V;PST/V;V.PTCP;PST	28	yes	yes	no	no-census
rescission	rescissions	N;PL/V;PRS;3;SG	8	yes	yes	no	common (0/1 medial-cap, 0 initial)
fashion	fashioned	V;PST/V;V.PTCP;PST	79	yes	yes	no	common (24/864 medial-cap, 6 initial)
pon	pons	N;PL/V;PRS;3;SG	5	yes	yes	no	common (1/11 medial-cap, 1 initial)
lengthen	lengthened	V;PST/V;V.PTCP;PST	13	yes	yes	no	common (0/17 medial-cap, 0 initial)
dawn	dawned	V;PST/V;V.PTCP;PST	5	yes	yes	yes	common (14/328 medial-cap, 5 initial)
referral	referrals	N;PL/V;PRS;3;SG	8	yes	yes	no	common (0/7 medial-cap, 0 initial)
restrict	restricting	V;V.PTCP;PRS	14	yes	yes	no	common (1/42 medial-cap, 1 initial)
tend	tending	V;V.PTCP;PRS	36	yes	yes	no	common (0/155 medial-cap, 1 initial)
obey	obeys	N;PL/V;PRS;3;SG	7	yes	yes	no	common (6/370 medial-cap, 5 initial)
poison	poisons	N;PL/V;PRS;3;SG	6	yes	yes	no	common (4/236 medial-cap, 2 initial)
disclosure	disclosures	N;PL/V;PRS;3;SG	13	yes	yes	no	common (6/141 medial-cap, 0 initial)
afford	afforded	V;PST/V;V.PTCP;PST	38	yes	yes	no	common (0/450 medial-cap, 0 initial)
mann	manning	V;V.PTCP;PRS	11	yes	yes	no	proper (60/60 medial-cap, 4 initial)
disappear	disappearing	V;V.PTCP;PRS	26	yes	yes	no	common (0/120 medial-cap, 0 initial)
spray	sprayed	V;PST/V;V.PTCP;PST	8	yes	yes	no	common (1/69 medial-cap, 0 initial)
total	totaling	V;V.PTCP;PRS	29	yes	yes	no	common (113/1581 medial-cap, 134 initial)
weaken	weakening	V;V.PTCP;PRS	40	yes	yes	no	common (0/41 medial-cap, 1 initial)
villain	villains	N;PL/V;PRS;3;SG	14	yes	yes	no	common (3/209 medial-cap, 2 initial)
principal	principals	N;PL/V;PRS;3;SG	14	yes	yes	no	common (16/547 medial-cap, 4 initial)
bottom	bottoms	N;PL/V;PRS;3;SG	14	yes	yes	no	common (15/975 medial-cap, 3 initial)
detect	detected	V;PST/V;V.PTCP;PST	35	yes	yes	no	common (0/74 medial-cap, 0 initial)
solid	solids	N;PL/V;PRS;3;SG	18	yes	yes	no	common (5/366 medial-cap, 8 initial)
fluctuation	fluctuations	N;PL/V;PRS;3;SG	56	yes	yes	no	common (0/20 medial-cap, 0 initial)
prayer	prayers	N;PL/V;PRS;3;SG	80	yes	yes	no	common (37/476 medial-cap, 2 initial)
steam	steaming	V;V.PTCP;PRS	10	yes	yes	no	common (10/194 medial-cap, 3 initial)
inherit	inheriting	V;V.PTCP;PRS	5	yes	yes	no	common (0/107 medial-cap, 0 initial)
bless	blessed	V;PST/V;V.PTCP;PST	376	yes	yes	no	common (69/829 medial-cap, 182 initial)
building	buildings	N;PL/V;PRS;3;SG	151	yes	yes	no	common (47/728 medial-cap, 8 initial)
enroll	enrolled	V;PST/V;V.PTCP;PST	25	yes	yes	no	common (0/11 medial-cap, 0 initial)
foam	foaming	V;V.PTCP;PRS	18	yes	yes	no	common (4/156 medial-cap, 0 initial)
hearten	heartening	V;V.PTCP;PRS	11	yes	yes	no	no-census
sign	signs	N;PL/V;PRS;3;SG	304	yes	yes	no	common (18/1225 medial-cap, 7 initial)
calorie	calories	N;PL/V;PRS;3;SG	13	yes	yes	no	common (0/2 medial-cap, 0 initial)
commandment	commandments	N;PL/V;PRS;3;SG	171	yes	yes	no	common (2/188 medial-cap, 0 initial)
adjourn	adjourned	V;PST/V;V.PTCP;PST	21	yes	yes	no	common (2/18 medial-cap, 0 initial)
recommend	recommending	V;V.PTCP;PRS	43	yes	yes	no	common (4/295 medial-cap, 1 initial)
blossom	blossoms	N;PL/V;PRS;3;SG	39	yes	yes	no	common (15/77 medial-cap, 1 initial)
succeed	succeeding	V;V.PTCP;PRS	37	yes	yes	no	common (3/276 medial-cap, 1 initial)
temper	tempered	V;PST/V;V.PTCP;PST	45	yes	yes	no	common (4/801 medial-cap, 2 initial)
invasion	invasions	N;PL/V;PRS;3;SG	9	yes	yes	no	common (3/50 medial-cap, 0 initial)
content	contents	N;PL/V;PRS;3;SG	71	yes	yes	no	common (6/593 medial-cap, 1 initial)
bewilder	bewildered	V;PST/V;V.PTCP;PST	24	yes	yes	no	common (0/6 medial-cap, 0 initial)
baron	barons	N;PL/V;PRS;3;SG	5	yes	yes	no	common (135/320 medial-cap, 9 initial)
cafeteria	cafeterias	N;PL/V;PRS;3;SG	5	yes	yes	no	common (1/15 medial-cap, 0 initial)
affiliation	affiliations	N;PL/V;PRS;3;SG	6	yes	yes	no	common (2/13 medial-cap, 0 initial)
condition	conditions	N;PL/V;PRS;3;SG	564	yes	yes	no	common (8/1338 medial-cap, 0 initial)
partnership	partnerships	N;PL/V;PRS;3;SG	22	yes	yes	no	common (32/257 medial-cap, 7 initial)
allegation	allegations	N;PL/V;PRS;3;SG	19	yes	yes	no	common (0/3 medial-cap, 0 initial)
drift	drifting	V;V.PTCP;PRS	26	yes	yes	no	common (1/91 medial-cap, 0 initial)
congeal	congealed	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (0/4 medial-cap, 0 initial)
wicke	wickes	N;PL/V;PRS;3;SG	24	yes	yes	no	no-census
tagg	tagged	V;PST/V;V.PTCP;PST	7	yes	yes	no	no-census
employee	employees	N;PL/V;PRS;3;SG	237	yes	yes	no	common (5/52 medial-cap, 1 initial)
indictment	indictments	N;PL/V;PRS;3;SG	5	yes	yes	no	common (2/26 medial-cap, 0 initial)
bann	banned	V;PST/V;V.PTCP;PST	18	yes	yes	no	no-census
seed	seeding	V;V.PTCP;PRS	6	yes	yes	no	common (15/520 medial-cap, 2 initial)
goldfield	goldfields	N;PL/V;PRS;3;SG	8	yes	yes	no	common (0/1 medial-cap, 1 initial)
connection	connections	N;PL/V;PRS;3;SG	34	yes	yes	no	common (0/516 medial-cap, 1 initial)
want	wants	N;PL/V;PRS;3;SG	349	yes	yes	no	common (22/5703 medial-cap, 10 initial)
chopp	chopping	V;V.PTCP;PRS	11	yes	yes	no	no-census
uproot	uprooted	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (1/5 medial-cap, 0 initial)
bump	bumped	V;PST/V;V.PTCP;PST	14	yes	yes	no	common (0/19 medial-cap, 0 initial)
casting	castings	N;PL/V;PRS;3;SG	5	yes	yes	no	common (6/220 medial-cap, 9 initial)
aroma	aromas	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/14 medial-cap, 0 initial)
distend	distended	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (0/1 medial-cap, 0 initial)
destin	destined	V;PST/V;V.PTCP;PST	40	yes	yes	no	common (3/10 medial-cap, 0 initial)
drown	drowned	V;PST/V;V.PTCP;PST	43	yes	yes	no	common (0/94 medial-cap, 2 initial)
warr	warring	V;V.PTCP;PRS	12	yes	yes	no	no-census
harvest	harvested	V;PST/V;V.PTCP;PST	51	yes	yes	no	common (15/303 medial-cap, 3 initial)
distributor	distributors	N;PL/V;PRS;3;SG	26	yes	yes	no	common (3/43 medial-cap, 0 initial)
european	europeans	N;PL/V;PRS;3;SG	26	yes	yes	no	proper (803/804 medial-cap, 28 initial)
occasion	occasions	N;PL/V;PRS;3;SG	62	yes	yes	no	common (12/1846 medial-cap, 1 initial)
hard	harding	V;V.PTCP;PRS	7	yes	yes	no	common (30/3020 medial-cap, 43 initial)
exertion	exertions	N;PL/V;PRS;3;SG	23	yes	yes	no	common (0/158 medial-cap, 0 initial)
reminiscence	reminiscences	N;PL/V;PRS;3;SG	9	yes	yes	no	common (0/33 medial-cap, 0 initial)
conceal	concealing	V;V.PTCP;PRS	18	yes	yes	no	common (0/462 medial-cap, 1 initial)
patriarch	patriarchs	N;PL/V;PRS;3;SG	5	yes	yes	no	proper (58/81 medial-cap, 1 initial)
tapp	tapped	V;PST/V;V.PTCP;PST	18	yes	yes	no	no-census
direct	directs	N;PL/V;PRS;3;SG	6	yes	yes	no	common (12/734 medial-cap, 15 initial)
cann	canned	V;PST/V;V.PTCP;PST	17	yes	yes	no	proper (1/1 medial-cap, 0 initial)
prevail	prevailed	V;PST/V;V.PTCP;PST	80	yes	yes	no	common (0/162 medial-cap, 0 initial)
wonder	wondered	V;PST/V;V.PTCP;PST	116	yes	yes	no	common (8/1720 medial-cap, 10 initial)
popp	popped	V;PST/V;V.PTCP;PST	12	yes	yes	no	no-census
suspension	suspensions	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/74 medial-cap, 0 initial)
mann	manned	V;PST/V;V.PTCP;PST	30	yes	yes	no	proper (60/60 medial-cap, 4 initial)
fitt	fitting	V;V.PTCP;PRS	38	yes	yes	no	no-census
ascertain	ascertained	V;PST/V;V.PTCP;PST	12	yes	yes	no	common (0/164 medial-cap, 1 initial)
fact	facts	N;PL/V;PRS;3;SG	160	yes	yes	no	common (4/3518 medial-cap, 4 initial)
defender	defenders	N;PL/V;PRS;3;SG	12	yes	yes	no	common (3/15 medial-cap, 0 initial)
current	currents	N;PL/V;PRS;3;SG	25	yes	yes	no	common (177/1550 medial-cap, 56 initial)
fertilizer	fertilizers	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/17 medial-cap, 0 initial)
daub	daubed	V;PST/V;V.PTCP;PST	9	yes	yes	no	common (1/8 medial-cap, 1 initial)
serv	served	V;PST/V;V.PTCP;PST	318	yes	yes	no	common (1/4 medial-cap, 0 initial)
default	defaults	N;PL/V;PRS;3;SG	21	yes	yes	no	common (3/66 medial-cap, 0 initial)
jenning	jennings	N;PL/V;PRS;3;SG	237	yes	yes	no	proper (5/5 medial-cap, 0 initial)
poison	poisoning	V;V.PTCP;PRS	17	yes	yes	no	common (4/236 medial-cap, 2 initial)
sunday	sundays	N;PL/V;PRS;3;SG	15	yes	yes	no	proper (737/737 medial-cap, 22 initial)
evening	evenings	N;PL/V;PRS;3;SG	35	yes	yes	no	common (80/4000 medial-cap, 14 initial)
justice	justices	N;PL/V;PRS;3;SG	5	yes	yes	no	common (158/1160 medial-cap, 25 initial)
starr	starred	V;PST/V;V.PTCP;PST	8	yes	yes	no	common (0/2 medial-cap, 1 initial)
honor	honoring	V;V.PTCP;PRS	15	yes	yes	no	common (91/742 medial-cap, 8 initial)
toil	toiling	V;V.PTCP;PRS	10	yes	yes	no	common (1/176 medial-cap, 4 initial)
cereal	cereals	N;PL/V;PRS;3;SG	60	yes	yes	no	common (10/47 medial-cap, 5 initial)
rank	ranked	V;PST/V;V.PTCP;PST	17	yes	yes	no	common (20/505 medial-cap, 12 initial)
dicken	dickens	N;PL/V;PRS;3;SG	18	yes	yes	no	no-census
thicken	thickened	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (0/12 medial-cap, 0 initial)
performance	performances	N;PL/V;PRS;3;SG	46	yes	yes	no	common (7/518 medial-cap, 0 initial)
proprietor	proprietors	N;PL/V;PRS;3;SG	11	yes	yes	no	common (5/156 medial-cap, 0 initial)
crystal	crystals	N;PL/V;PRS;3;SG	12	yes	yes	no	common (12/112 medial-cap, 3 initial)
reflect	reflected	V;PST/V;V.PTCP;PST	198	yes	yes	no	common (6/460 medial-cap, 9 initial)
tighten	tightening	V;V.PTCP;PRS	48	yes	yes	no	common (3/42 medial-cap, 0 initial)
thrift	thrifts	N;PL/V;PRS;3;SG	6	yes	yes	no	common (17/39 medial-cap, 3 initial)
repayment	repayments	N;PL/V;PRS;3;SG	38	yes	yes	no	common (1/56 medial-cap, 1 initial)
product	products	N;PL/V;PRS;3;SG	1024	yes	yes	no	common (40/468 medial-cap, 2 initial)
underdevelop	underdeveloped	V;PST/V;V.PTCP;PST	13	yes	yes	no	no-census
endanger	endangers	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/15 medial-cap, 0 initial)
odor	odors	N;PL/V;PRS;3;SG	11	yes	yes	no	common (0/81 medial-cap, 0 initial)
assessment	assessments	N;PL/V;PRS;3;SG	15	yes	yes	no	common (1/40 medial-cap, 1 initial)
happen	happens	N;PL/V;PRS;3;SG	121	yes	yes	no	common (3/917 medial-cap, 1 initial)
url	urls	N;PL/V;PRS;3;SG	52	yes	yes	no	no-census
linger	lingering	V;V.PTCP;PRS	33	yes	yes	no	common (0/65 medial-cap, 0 initial)
enlighten	enlightening	V;V.PTCP;PRS	6	yes	yes	no	common (0/54 medial-cap, 0 initial)
abandon	abandoning	V;V.PTCP;PRS	22	yes	yes	no	common (2/198 medial-cap, 0 initial)
weaken	weakens	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/41 medial-cap, 1 initial)
overshadow	overshadowed	V;PST/V;V.PTCP;PST	8	yes	yes	no	common (0/11 medial-cap, 0 initial)
imagination	imaginations	N;PL/V;PRS;3;SG	17	yes	yes	no	common (5/592 medial-cap, 1 initial)
tabb	tabbing	V;V.PTCP;PRS	12	yes	yes	no	proper (1/1 medial-cap, 0 initial)
roman	romans	N;PL/V;PRS;3;SG	43	yes	yes	no	proper (383/384 medial-cap, 5 initial)
rejoin	rejoined	V;PST/V;V.PTCP;PST	12	yes	yes	no	common (0/36 medial-cap, 0 initial)
sorrow	sorrows	N;PL/V;PRS;3;SG	42	yes	yes	no	common (17/779 medial-cap, 7 initial)
protestation	protestations	N;PL/V;PRS;3;SG	5	yes	yes	no	common (1/12 medial-cap, 0 initial)
prosper	prospers	N;PL/V;PRS;3;SG	6	yes	yes	no	common (0/85 medial-cap, 0 initial)
knock	knocked	V;PST/V;V.PTCP;PST	77	yes	yes	no	common (16/470 medial-cap, 16 initial)
emission	emissions	N;PL/V;PRS;3;SG	10	yes	yes	no	common (0/36 medial-cap, 1 initial)
expand	expands	N;PL/V;PRS;3;SG	22	yes	yes	no	common (10/205 medial-cap, 0 initial)
heighten	heightened	V;PST/V;V.PTCP;PST	33	yes	yes	no	common (0/26 medial-cap, 0 initial)
inclination	inclinations	N;PL/V;PRS;3;SG	8	yes	yes	no	common (2/300 medial-cap, 2 initial)
protection	protections	N;PL/V;PRS;3;SG	9	yes	yes	no	common (22/417 medial-cap, 4 initial)
empower	empowered	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (0/5 medial-cap, 0 initial)
inspect	inspecting	V;V.PTCP;PRS	5	yes	yes	no	common (0/47 medial-cap, 1 initial)
select	selected	V;PST/V;V.PTCP;PST	199	yes	yes	no	common (8/148 medial-cap, 1 initial)
regulation	regulations	N;PL/V;PRS;3;SG	131	yes	yes	no	common (9/65 medial-cap, 0 initial)
definition	definitions	N;PL/V;PRS;3;SG	11	yes	yes	no	common (1/96 medial-cap, 3 initial)
sport	sports	N;PL/V;PRS;3;SG	88	yes	yes	no	common (1/148 medial-cap, 1 initial)
masse	masses	N;PL/V;PRS;3;SG	55	yes	yes	no	proper (10/19 medial-cap, 3 initial)
collect	collected	V;PST/V;V.PTCP;PST	95	yes	yes	no	common (1/149 medial-cap, 2 initial)
refreshment	refreshments	N;PL/V;PRS;3;SG	6	yes	yes	no	common (1/101 medial-cap, 4 initial)
drift	drifted	V;PST/V;V.PTCP;PST	21	yes	yes	no	common (1/91 medial-cap, 0 initial)
contend	contends	N;PL/V;PRS;3;SG	8	yes	yes	no	common (0/82 medial-cap, 0 initial)
assertion	assertions	N;PL/V;PRS;3;SG	8	yes	yes	no	common (0/180 medial-cap, 0 initial)
formula	formulas	N;PL/V;PRS;3;SG	28	yes	yes	no	common (5/127 medial-cap, 2 initial)
grassroot	grassroots	N;PL/V;PRS;3;SG	13	yes	yes	no	no-census
paint	paints	N;PL/V;PRS;3;SG	18	yes	yes	no	common (8/249 medial-cap, 5 initial)
jungle	jungles	N;PL/V;PRS;3;SG	7	yes	yes	no	common (2/61 medial-cap, 0 initial)
headache	headaches	N;PL/V;PRS;3;SG	8	yes	yes	no	common (0/87 medial-cap, 1 initial)
reckon	reckoned	V;PST/V;V.PTCP;PST	37	yes	yes	no	common (0/196 medial-cap, 4 initial)
paper	papers	N;PL/V;PRS;3;SG	130	yes	yes	no	common (40/1968 medial-cap, 11 initial)
disgust	disgusted	V;PST/V;V.PTCP;PST	13	yes	yes	no	common (0/196 medial-cap, 0 initial)
